1000,1038.72806,
2000,802.86864,
3000,626.48925,
4000,532.68146,
5000,602.41002,
6000,438.16303,
7000,399.66805,
8000,392.63253,
9000,358.44339,
10000,395.36609,
11000,389.26632,
12000,389.51925,
13000,415.45481,
14000,343.16632,
15000,329.52082,
16000,320.3676,
17000,481.9396,
18000,465.8808,
19000,485.0017,
20000,573.70517,
