1000,1364,
2000,2816,
3000,4009,
4000,5521,
5000,6733,
6000,8327,
7000,9566,
8000,10964,
9000,12406,
10000,13596,
11000,14803,
12000,16328,
13000,17709,
14000,18980,
15000,20043,
16000,21811,
17000,22946,
18000,24827,
19000,25954,
20000,27327,
21000,28411,
22000,29701,
23000,30864,
24000,32445,
25000,34132,
26000,35376,
27000,37078,
28000,38078,
29000,39804,
30000,41140,
31000,43245,
32000,43971,
33000,44610,
34000,46745,
35000,47539,
36000,48548,
37000,50944,
38000,51753,
39000,52694,
40000,54603,
41000,55475,
42000,56843,
43000,58767,
44000,59603,
45000,61160,
46000,62702,
47000,63820,
48000,64885,
49000,66358,
50000,68017,
51000,69583,
52000,70691,
53000,71857,
54000,73793,
55000,74512,
56000,75675,
57000,77564,
58000,78371,
59000,79831,
60000,82039,
61000,82473,
62000,85719,
63000,86423,
64000,87181,
65000,88352,
66000,89950,
67000,90590,
68000,92391,
69000,94595,
70000,94649,
71000,97330,
72000,98279,
73000,99570,
74000,101438,
75000,103037,
76000,103668,
77000,104656,
78000,106526,
79000,107299,
80000,108867,
81000,109926,
82000,110611,
83000,112500,
84000,114565,
85000,115044,
86000,117313,
87000,117582,
88000,119566,
89000,121926,
90000,123354,
91000,123286,
92000,124463,
93000,128061,
94000,127847,
95000,129558,
96000,130498,
97000,132189,
98000,132982,
99000,134142,
100000,136712,
101000,138293,
102000,138939,
103000,139479,
104000,140967,
105000,143116,
106000,145510,
107000,145525,
108000,147937,
109000,147285,
110000,148903,
111000,151406,
112000,153217,
113000,153567,
114000,155638,
115000,156033,
116000,158254,
117000,159935,
118000,160597,
119000,161581,
120000,164306,
121000,164380,
122000,165863,
123000,167627,
124000,171258,
125000,169206,
126000,171655,
127000,172139,
128000,174085,
129000,175069,
130000,176872,
131000,177009,
132000,179483,
133000,181684,
134000,182677,
135000,184370,
136000,186070,
137000,187113,
138000,187040,
139000,189514,
140000,191073,
141000,191488,
142000,192989,
143000,196153,
144000,196675,
145000,198170,
146000,199076,
147000,200117,
148000,200918,
149000,204359,
150000,204833,
151000,205780,
152000,208220,
153000,208671,
154000,210288,
155000,214705,
156000,213009,
157000,214901,
158000,216676,
159000,217517,
160000,217858,
161000,218699,
162000,219757,
163000,221761,
164000,222690,
165000,225029,
166000,225747,
167000,228363,
168000,229456,
169000,230866,
170000,232114,
171000,232462,
172000,234315,
173000,235481,
174000,236992,
175000,237917,
176000,239406,
177000,240964,
178000,242878,
179000,245055,
180000,244742,
181000,247217,
182000,246542,
183000,249347,
184000,251162,
185000,252709,
186000,256570,
187000,254834,
188000,255393,
189000,256860,
190000,256735,
191000,260814,
192000,262864,
193000,262987,
194000,264489,
195000,264737,
196000,267406,
197000,268196,
198000,271208,
199000,271430,
200000,273309,
